#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
   14196      21.8161       2.0995       0.0000       1.9443       2.2082       2.2591       2.3150       2.2084     160.4739
   14197      21.9493       2.0930       0.0000       1.9569       2.1951       2.2416       2.2968       2.1931     166.3924
   14198      21.8098       2.1154       0.0000       1.9856       2.1444       2.2081       2.2303       2.1636     153.1352
   14199      21.8288       2.0666       0.0000       1.9003       2.1266       2.1756       2.2378       2.1197     172.2107
   14200      21.7963       2.0960       0.0000       1.8719       2.1406       2.1903       2.2661       2.1270     152.1909
   14201      21.7526       2.0455       0.0000       1.9838       1.9831       2.0310       2.1161       1.9697     156.7137
   14202      21.6876       1.9963       0.0000       1.9018       1.9017       1.9512       2.0072       1.9025     157.2493
   14203      21.7245       1.9888       0.0000       1.9118       1.9077       1.9624       2.0308       1.9028     157.7495
   14204      21.6225       1.9775       0.0000       1.8692       1.8505       1.9090       1.9656       1.8555     155.7453
   14205      21.5811       1.9492       0.0000       1.9126       1.8029       1.8593       1.9342       1.8006     175.0451
   14206      21.6204       1.9752       0.0000       1.9119       1.8173       1.8795       1.9287       1.8334     162.2078
   14207      21.6559       2.0081       0.0000       1.9640       1.8774       1.9468       1.9831       1.8916     150.2162
   14208      21.7428       1.9763       0.0000       1.9142       2.0032       2.0484       2.1019       2.0099     164.1907
   14209      21.7515       1.9884       0.0000       1.9562       2.0109       2.0639       2.0926       2.0318     167.1373
   14210      21.8538       2.0487       0.0000       1.9622       2.1919       2.2454       2.2756       2.2029     166.8050
   14211      21.7077       1.9712       0.0000       2.0075       1.9953       2.0531       2.0945       2.0079     158.1512
   14212      21.7313       1.9276       0.0000       2.4665       1.9533       1.9994       2.0605       1.9545     149.8329
   14213      21.7653       2.0656       0.0000       2.2496       2.1382       2.1968       2.2457       2.1384     146.8530
   14214      21.7747       2.0343       0.0000       2.3367       2.1423       2.2016       2.2185       2.1540     161.3129
   14215      21.7584       1.9998       0.0000       2.4018       2.0704       2.1322       2.1627       2.0839     154.1239
   14216      21.7238       1.9686       0.0000       2.2800       2.0322       2.0767       2.1343       2.0373     150.0656
   14217      21.6829       1.9710       0.0000       2.1536       2.0023       2.0546       2.1093       2.0058     159.8475
   14218      21.7528       2.0081       0.0000       2.1651       2.0559       2.1127       2.1508       2.0644     159.7990
   14219      21.6949       1.9671       0.0000       2.2493       2.0463       2.1022       2.1501       2.0523     157.6757
   14220      21.5968       1.9218       0.0000       2.1273       1.8699       1.9260       1.9822       1.8702     154.7634
   14221      21.6486       2.0187       0.0000       2.2360       2.1080       2.1629       2.2241       2.1086     155.7286
   14222      21.6609       2.0735       0.0000       2.3255       2.2085       2.2535       2.3207       2.2015     154.5966
   14223      21.7862       2.0193       0.0000       2.2197       2.1876       2.2392       2.2883       2.1896     164.3826
   14224      21.7932       2.0089       0.0000       2.1334       2.2450       2.2979       2.3423       2.2537     160.9629
   14225      21.8344       1.9689       0.0000       2.3748       2.2508       2.3034       2.3522       2.2485     139.1009
   14226      21.8760       1.9922       0.0000       1.9947       2.3338       2.3771       2.4296       2.3362     162.5254
   14227      21.9309       2.1381       0.0000       1.9558       2.4997       2.5508       2.5951       2.5066     177.2638
   14228      21.8731       2.1152       0.0000       1.8373       2.4542       2.5086       2.5473       2.4653     174.3689
   14229      21.8872       2.0987       0.0000       2.0624       2.4309       2.4858       2.5212       2.4433     169.5902
   14230      21.8173       2.0207       0.0000       2.1684       2.3322       2.3802       2.4398       2.3330     153.4281
   14231      21.8510       2.0290       0.0000       2.0836       2.4001       2.4453       2.5002       2.3956     165.6041
   14232      21.7887       1.9340       0.0000       1.8655       2.1986       2.2493       2.3002       2.1994     154.8844
   14233      21.8533       2.0611       0.0000       1.8967       2.3753       2.4239       2.4860       2.3706     149.2328
   14234      21.9098       2.1727       0.0000       2.0639       2.5694       2.6140       2.6566       2.5704     174.0630
   14235      21.9365       2.1372       0.0000       1.9449       2.4559       2.5032       2.5304       2.4718     172.3103
   14236      21.7784       2.0579       0.0000       2.0335       2.3076       2.3595       2.3918       2.3168     164.0918
   14237      21.8183       2.0833       0.0000       1.9176       2.2726       2.3308       2.3734       2.2774     167.1681
   14238      21.8482       2.0859       0.0000       2.0079       2.3826       2.4394       2.4650       2.3887     169.9535
   14239      21.9009       2.0375       0.0000       1.9212       2.2465       2.3018       2.3296       2.2626     165.1381
   14240      21.9212       1.9868       0.0000       2.0840       2.2601       2.3170       2.3452       2.2728     171.6673
   14241      21.8433       2.0384       0.0000       1.9999       2.3509       2.4077       2.4432       2.3562     173.8588
   14242      21.9333       2.0021       0.0000       2.0501       2.3548       2.4057       2.4516       2.3583     170.6521
   14243      21.8782       1.9409       0.0000       2.0526       2.1973       2.2567       2.2872       2.2035     173.1600
   14244      21.8080       1.9066       0.0000       1.9340       2.1152       2.1631       2.2228       2.1084     140.2064
   14245      21.8285       1.9506       0.0000       1.9673       2.1274       2.1739       2.2278       2.1241     163.6982
   14246      21.8849       2.0091       0.0000       1.8689       2.2322       2.2782       2.3473       2.2192     161.5925
   14247      21.7915       1.9317       0.0000       1.9872       2.1228       2.1811       2.2209       2.1306     157.2397
   14248      21.8463       1.9353       0.0000       1.7839       2.1550       2.2041       2.2726       2.1477     173.6474
   14249      21.7910       2.0025       0.0000       2.2925       2.2415       2.2930       2.3403       2.2415     176.3515
   14250      21.7248       1.9636       0.0000       2.0034       2.2144       2.2639       2.3151       2.2099     165.1580
   14251      21.8008       1.9021       0.0000       2.0652       2.1629       2.2091       2.2736       2.1591     149.1078
   14252      21.8538       2.0138       0.0000       2.0192       2.2918       2.3381       2.3853       2.2872     162.6720
   14253      21.8069       2.1070       0.0000       2.1802       2.4247       2.4774       2.5247       2.4290     171.8945
   14254      21.7778       2.1200       0.0000       2.1486       2.4248       2.4677       2.5316       2.4122     167.0116
   14255      21.7410       2.0711       0.0000       2.1010       2.3578       2.4040       2.4513       2.3607     170.4787
   14256      21.8334       2.0086       0.0000       2.0587       2.2673       2.3206       2.3782       2.2573     162.5496
   14257      21.6913       1.9175       0.0000       2.2042       2.1705       2.2258       2.2646       2.1813     154.8577
   14258      21.7420       1.9318       0.0000       2.1457       2.0552       2.1120       2.1519       2.0616     162.9770
   14259      21.8031       1.8668       0.0000       2.1158       2.0044       2.0524       2.1092       2.0049     165.0683
   14260      21.6991       1.8747       0.0000       2.0020       2.0624       2.1141       2.1658       2.0595     176.3291
   14261      21.6938       1.8463       0.0000       2.0536       1.8884       1.9509       1.9934       1.8879     164.2375
   14262      21.6110       1.9037       0.0000       1.8766       1.9916       2.0444       2.1115       1.9803     178.1432
   14263      21.5905       1.8432       0.0000       1.9610       1.8458       1.8919       1.9620       1.8357     175.5424
   14264      21.5513       1.8888       0.0000       1.8478       1.8472       1.9070       1.9543       1.8523     178.2169
   14265      21.5965       1.8846       0.0000       1.9545       1.9190       1.9697       2.0330       1.9087     174.3782
   14266      21.6175       1.8526       0.0000       1.9577       1.8501       1.9113       1.9462       1.8578     166.9648
   14267      21.6317       1.8073       0.0000       1.8627       1.7599       1.8226       1.8645       1.7705     167.6648
   14268      21.5664       1.8816       0.0000       2.0892       1.8448       1.9126       1.9422       1.8596     163.0445
   14269      21.5295       1.8269       0.0000       1.8484       1.8326       1.8941       1.9336       1.8426     162.2663
